"heading","guestCapacity","startingPrice","address","city","state","phoneNumber","emailAddresses","websiteLink","facebookLink","instagramLink","pinterestLink","knotPageLink","category","location"
"The Pier Sixty Collection","300+","n/a","N/A","N/A","N/A","+1(212) 336-6060","events@piersixty.com","http://www.piersixty.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/piersixty","http://www.instagram.com/thepiersixtycollection","N/A","https://www.theknot.com/marketplace/the-pier-sixty-collection-new-york-ny-2079484","wedding-reception-venues","New York, NY"
"The Legacy Castle","300+","n/a","N/A","N/A","N/A","+1(973) 907-7750","info@thelegacycastle.com","http://www.thelegacycastle.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/thelegacycastle/","http://www.instagram.com/thelegacycastle","N/A","https://www.theknot.com/marketplace/the-legacy-castle-pompton-plains-nj-1046565","wedding-reception-venues","New York, NY"
"Bourne Mansion","300+","n/a","N/A","N/A","N/A","+1(631) 277-7800","miriam@lessings.com","https://www.lessings.com/corporate/weddings/venue/bourne-mansion?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/bournemansion","http://www.instagram.com/bournemansion","http://www.pinterest.com/bournemansion","https://www.theknot.com/marketplace/bourne-mansion-oakdale-ny-645094","wedding-reception-venues","New York, NY"
"3 West Club","Up to 150","n/a","N/A","N/A","N/A","+1(212) 582-5456","events@3westclub.com","http://www.3westclub.com/web/3west/weddings?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/3westclub?ref=hl","http://www.instagram.com/3westclub","http://www.pinterest.com/3westclub","https://www.theknot.com/marketplace/3-west-club-new-york-ny-592451","wedding-reception-venues","New York, NY"
"The Crescent Beach Club","300+","n/a","N/A","N/A","N/A","+1(516) 628-3000","privateevents@thecrescentbeachclub.com","http://www.thecrescentbeachclub.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/CrescentBeachLI","http://www.instagram.com/crescentbeachclub","http://www.pinterest.com/CrescentBeachLI","https://www.theknot.com/marketplace/the-crescent-beach-club-bayville-ny-292762","wedding-reception-venues","New York, NY"
"Prospect Park Picnic House","Up to 200","n/a","N/A","N/A","N/A","+1(718) 965-6961","cday-goldstein@prospectpark.org, laurenkells@gmail.com, emilyhelck@gmail.com","https://www.prospectpark.org/visit-the-park/weddings-and-special-events/picnic-house/?utm_source=listing&utm_medium=theknot&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","http://www.pinterest.com/https://www.pinterest.com/picnichousebk/","https://www.theknot.com/marketplace/prospect-park-picnic-house-brooklyn-ny-546441","wedding-reception-venues","New York, NY"
"HollyHedge Estate","Up to 200","n/a","N/A","N/A","N/A","+1(215) 862-3136,2","events@hollyhedge.com","http://www.hollyhedge.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/hollyhedgeestate","N/A","N/A","https://www.theknot.com/marketplace/hollyhedge-estate-new-hope-pa-2001824","wedding-reception-venues","New York, NY"
"JW Marriott Essex House New York","Up to 200","n/a","N/A","N/A","N/A","+1(212) 484-4618","essexhouseweddings@marriott.com","https://www.marriott.com/en-us/hotels/nycex-jw-marriott-essex-house-new-york/weddings/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/jwmarriottessexhouse/","http://www.instagram.com/jwmessexhouse","N/A","https://www.theknot.com/marketplace/jw-marriott-essex-house-new-york-new-york-ny-1089766","wedding-reception-venues","New York, NY"
"Dobbin St","Up to 200","n/a","N/A","N/A","N/A","+1(718) 302-0400","hello@dobbinst.com","http://www.dobbinst.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/dobbinstnyc/","http://www.instagram.com/dobbinstnyc","http://www.pinterest.com/dobbinstnyc","https://www.theknot.com/marketplace/dobbin-st-brooklyn-ny-970456","wedding-reception-venues","New York, NY"
"Heritage Club at Bethpage","300+","n/a","N/A","N/A","N/A","+1(516) 927-8380","blodato@lessings.com","https://www.lessings.com/corporate/weddings/venue/heritage-club-at-bethpage?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/heritageclubatbethpage/","http://www.instagram.com/heritageclubatbethpage","N/A","https://www.theknot.com/marketplace/heritage-club-at-bethpage-farmingdale-ny-1083874","wedding-reception-venues","New York, NY"
"Hunt & Fish Club NYC","Up to 150","n/a","N/A","N/A","N/A","+1(347) 625-1220","kristin@hfcnyc.com","https://www.hfcnyc.com/private-events/","N/A","http://www.instagram.com/huntandfish/","N/A","https://www.theknot.com/marketplace/hunt-and-fish-club-nyc-new-york-ny-2084375","wedding-reception-venues","New York, NY"
"The Harold Pratt House and Peterson Hall","Up to 200","n/a","N/A","N/A","N/A","+1(212) 434-9576","pratthouse@cfr.org","http://www.pratthouse.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/the-harold-pratt-house-and-peterson-hall#!/pages/the-harold-pratt-house-and-peterson-hall/157389750963984","http://www.instagram.com/haroldpratthouse","N/A","https://www.theknot.com/marketplace/the-harold-pratt-house-and-peterson-hall-new-york-ny-951196","wedding-reception-venues","New York, NY"
"ASPIRE at One World Observatory","Up to 300","n/a","N/A","N/A","N/A","+1(212) 602-4090","location9420@knotleads.tripleseat.com","https://aspirenewyork.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/aspirenewyork/","http://www.instagram.com/@aspirenewyork","N/A","https://www.theknot.com/marketplace/aspire-at-one-world-observatory-new-york-ny-878227","wedding-reception-venues","New York, NY"
"One if by Land, Two if by Sea","Up to 150","n/a","N/A","N/A","N/A","+1(212) 255-8649","info@oneifbyland.com","https://oneifbyland.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/oiblnyc","http://www.instagram.com/oneifbylandnyc","N/A","https://www.theknot.com/marketplace/one-if-by-land-two-if-by-sea-new-york-ny-597704","wedding-reception-venues","New York, NY"
"West Hills Country Club","300+","n/a","N/A","N/A","N/A","+1(845) 341-1899","events@westhillscountryclub.com","http://www.westhillscountryclub.com/weddings/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/westhillscountryclub","http://www.instagram.com/westhillscountryclub","http://www.pinterest.com/westhillscc","https://www.theknot.com/marketplace/west-hills-country-club-middletown-ny-875203","wedding-reception-venues","New York, NY"
"The Wall Street Hotel","Up to 150","n/a","N/A","N/A","N/A","+1(212) 837-1926,8026","laura.brown@thewallsthotel.com","https://www.thewallsthotel.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/wallstreethotelnyc","http://www.instagram.com/wallstreet.hotelnyc","N/A","https://www.theknot.com/marketplace/the-wall-street-hotel-new-york-ny-2081297","wedding-reception-venues","New York, NY"
"The Darby","Up to 100","n/a","N/A","N/A","N/A","+119147155775","avi@thedarbyhotel.com","https://thedarbyhotel.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/thedarbyhotel","N/A","https://www.theknot.com/marketplace/the-darby-beach-lake-pa-2083182","wedding-reception-venues","New York, NY"
"Cloud 9 Yacht Charters","N/A","n/a","N/A","N/A","N/A","+1(718) 224-4460","vcloud9@aol.com","https://www.cloud9charters.com/?","N/A","N/A","N/A","https://www.theknot.com/marketplace/cloud-9-yacht-charters-new-york-ny-2049529","wedding-reception-venues","New York, NY"
"North Shore House","Up to 200","n/a","N/A","N/A","N/A","+1(973) 383-5460","knotnorthshorehouse@robot.zapier.com","http://northshorehouse.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/northshorehousenj/","http://www.instagram.com/northshorehouse","N/A","https://www.theknot.com/marketplace/north-shore-house-newton-nj-2019509","wedding-reception-venues","New York, NY"
"Hotel Eventi","Up to 150","n/a","N/A","N/A","N/A","+1(646) 794-6837","elliot.martinez@hoteleventi.com","https://www.hoteleventi.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/eventihotel","http://www.instagram.com/hoteleventi","N/A","https://www.theknot.com/marketplace/hotel-eventi-new-york-ny-628578","wedding-reception-venues","New York, NY"
"Royalton Park Avenue","Up to 100","n/a","N/A","N/A","N/A","+117869995446","ariana@concretehg.com","https://www.royaltonparkavenue.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","N/A","https://www.theknot.com/marketplace/royalton-park-avenue-new-york-ny-2078228","wedding-reception-venues","New York, NY"
"SkyView Golf Club","Up to 250","n/a","N/A","N/A","N/A","+1(973) 726-4653,2","location11793@knotleads.tripleseat.com","http://www.skyviewgolf.com","https://www.facebook.com/skyviewgolfclub","http://www.instagram.com/skyviewgolfclub","N/A","https://www.theknot.com/marketplace/skyview-golf-club-sparta-nj-640370","wedding-reception-venues","New York, NY"
"The New York Botanical Garden","Up to 300","n/a","N/A","N/A","N/A","+1(646) 741-1400","nybg.events@constellationculinary.com","http://www.nybgevents.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/byconstellation","http://www.instagram.com/byconstellation","N/A","https://www.theknot.com/marketplace/the-new-york-botanical-garden-bronx-ny-888595","wedding-reception-venues","New York, NY"
"The Sanctuary","Up to 250","n/a","N/A","N/A","N/A","+1(718) 300-1574","events@thesanctuaryri.com","http://www.thesanctuaryri.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/thesanctuaryri/","http://www.instagram.com/thesanctuaryri","N/A","https://www.theknot.com/marketplace/the-sanctuary-new-york-ny-2059473","wedding-reception-venues","New York, NY"
"OHEKA CASTLE Hotel & Estate","300+","n/a","N/A","N/A","N/A","+1(631) 659-1400","weddings@oheka.com, lexus83@gmail.com, jetta8180@aol.com","http://www.oheka.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/ohekacastle","http://www.instagram.com/ohekacastle","http://www.pinterest.com/ohekacastle","https://www.theknot.com/marketplace/oheka-castle-hotel-and-estate-serving-li-and-nyc-ny-207843","wedding-reception-venues","New York, NY"
"The Ritz Carlton New York, Nomad","Up to 150","n/a","N/A","N/A","N/A","+1(212) 404-8400","rc.nycro.nomadsales@ritzcarlton.com","https://www.ritzcarlton.com/en/hotels/new-york/nomad?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/search/top?q=the%20ritz-carlton%20new%20york%2C%20nomad","http://www.instagram.com/https://www.instagram.com/ritzcarltonnewyorknomad/","N/A","https://www.theknot.com/marketplace/the-ritz-carlton-new-york-nomad-new-york-ny-2067888","wedding-reception-venues","New York, NY"
"Tribeca Rooftop","300+","n/a","N/A","N/A","N/A","+1(212) 625-2600","info@apogeeevents.com","http://tribecarooftopnyc.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/tribecarooftop360nyc/","http://www.instagram.com/tribecarooftopand360","http://www.pinterest.com/tribecarooftopand360","https://www.theknot.com/marketplace/tribeca-rooftop-new-york-ny-205925","wedding-reception-venues","New York, NY"
"Tribeca 360°","300+","n/a","N/A","N/A","N/A","+1(212) 625-2600","info@apogeeevents.com","http://www.tribecarooftopnyc.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/tribeca360","http://www.instagram.com/tribecarooftop360","http://www.pinterest.com/apogee_events","https://www.theknot.com/marketplace/tribeca-360-new-york-ny-449823","wedding-reception-venues","New York, NY"
"The Foundry","Up to 200","n/a","N/A","N/A","N/A","+1(718) 786-7776","ao@thefoundry.info","http://www.thefoundry.info?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-foundry-long-island-city-ny-275477","wedding-reception-venues","New York, NY"
"Carnegie Hall","Up to 200","n/a","N/A","N/A","N/A","+1(212) 903-9647","events@carnegiehall.org","https://www.carnegiehall.org/about/rentals/event-spaces/your-wedding?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://facebook.com/carnegiehall","http://www.instagram.com/https://www.instagram.com/carnegiehall/","N/A","https://www.theknot.com/marketplace/carnegie-hall-new-york-city-ny-949352","wedding-reception-venues","New York, NY"
"Dear Irving on Hudson","Up to 300","n/a","N/A","N/A","N/A","+1","roman@yjrgroup.com","https://www.dearirving.com/private-events-dioh-","N/A","http://www.instagram.com/https://www.instagram.com/dearirving/?hl=en","N/A","https://www.theknot.com/marketplace/dear-irving-on-hudson-new-york-ny-2033583","wedding-reception-venues","New York, NY"
"The St Regis Hotel","Up to 200","n/a","N/A","N/A","N/A","+1(212) 339-6721","magdalena.miles@marriott.com","https://www.marriott.com/hotels/event-planning/wedding-planning/nycxr-the-st-regis-new-york/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/StRegisNewYork/","http://www.instagram.com/stregisnewyork","N/A","https://www.theknot.com/marketplace/the-st-regis-hotel-new-york-ny-285350","wedding-reception-venues","New York, NY"
"Robert","Up to 100","n/a","N/A","N/A","N/A","+1(212) 206-8815","rauscherw@arkrestaurants.com","http://www.robertnyc.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/RobertatMAD","http://www.instagram.com/https://www.instagram.com/robertrestaurant/","N/A","https://www.theknot.com/marketplace/robert-new-york-ny-990670","wedding-reception-venues","New York, NY"
"The Factory 380","Up to 250","n/a","N/A","N/A","N/A","+113153834797","austin@thefactory380.com","https://www.thefactory380.com/private-events/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/thefactory380/","http://www.instagram.com/thefactory380","N/A","https://www.theknot.com/marketplace/the-factory-380-new-york-ny-2084864","wedding-reception-venues","New York, NY"
"Bronx Zoo - NY Zoos & Aquarium","Up to 200","n/a","N/A","N/A","N/A","+1(718) 741-3836","events@wcs.org","http://nyzoosandaquariumevents.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/newyorkzoosandaquariumevents","http://www.instagram.com/nyzooevents","http://www.pinterest.com/nyzoowedding","https://www.theknot.com/marketplace/bronx-zoo-ny-zoos-and-aquarium-bronx-ny-441889","wedding-reception-venues","New York, NY"
"The Skylark","Up to 150","n/a","N/A","N/A","N/A","+1(212) 257-4578","events@theskylarknyc.com","http://theskylarknyc.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/theskylarknyc","N/A","https://www.theknot.com/marketplace/the-skylark-new-york-ny-563291","wedding-reception-venues","New York, NY"
"The Tippler","Up to 200","n/a","N/A","N/A","N/A","+1(917) 261-7949","rsvp@thetippler.com","https://www.thetippler.com/","https://www.facebook.com/thetipplerbar/","http://www.instagram.com/thetippler","N/A","https://www.theknot.com/marketplace/the-tippler-new-york-ny-2080886","wedding-reception-venues","New York, NY"
"The Glasshouse","300+","n/a","N/A","N/A","N/A","+1(212) 242-7800","N/A","N/A","https://www.facebook.com/theglasshouse.nyc","http://www.instagram.com/theglasshouse.nyc","N/A","https://www.theknot.com/marketplace/the-glasshouse-new-york-ny-2078492","wedding-reception-venues","New York, NY"
"Sterling Affair at The New York Academy of Medicine","Up to 200","n/a","N/A","N/A","N/A","+1(212) 822-7229","sterlingaffair@NYAM.ORG","https://www.nyam.org/conference-center/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/nyamnyc/","http://www.instagram.com/https://www.instagram.com/nyamnyc/","N/A","https://www.theknot.com/marketplace/sterling-affair-at-the-new-york-academy-of-medicine-new-york-ny-2073526","wedding-reception-venues","New York, NY"
"Manhatta","Up to 200","n/a","N/A","N/A","N/A","+1(212) 230-5788","location7239@knotleads.tripleseat.com","https://www.manhattarestaurant.com/private-events/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/ManhattaRestaurant/","http://www.instagram.com/manhatta_nyc","N/A","https://www.theknot.com/marketplace/manhatta-new-york-ny-2058385","wedding-reception-venues","New York, NY"
"The Ivory Peacock","300+","n/a","N/A","N/A","N/A","+119174991202","hello@theivorypeacock.com","https://theivorypeacock.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/theivorypeacock","N/A","https://www.theknot.com/marketplace/the-ivory-peacock-new-york-ny-2080014","wedding-reception-venues","New York, NY"
"Hotel Chelsea","Up to 100","n/a","N/A","N/A","N/A","+1(212) 483-1010","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/hotel-chelsea-new-york-ny-2071912","wedding-reception-venues","New York, NY"
"Glasshouse Chelsea","Up to 150","n/a","N/A","N/A","N/A","+1(212) 242-7865","nikki@theglasshouses.com","https://www.ghchelsea.com/","http://www.facebook.com/theglasshouses","http://www.instagram.com/the.glasshouses","N/A","https://www.theknot.com/marketplace/glasshouse-chelsea-new-york-ny-488917","wedding-reception-venues","New York, NY"
"Hotel On Rivington","Up to 100","n/a","N/A","N/A","N/A","+1(305) 606-8707","astrindberg@hotelonrivington.com","http://www.hotelonrivington.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/HotelOnRivingtonNY/","http://www.instagram.com/hotelonrivington","N/A","https://www.theknot.com/marketplace/hotel-on-rivington-new-york-ny-1065437","wedding-reception-venues","New York, NY"
"United Palace","300+","n/a","N/A","N/A","N/A","+1(212) 568-6700,203","keith@unitedpalaceevents.com","http://unitedpalace.org?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/UPCAnyc/","http://www.instagram.com/upcarts_nyc","N/A","https://www.theknot.com/marketplace/united-palace-new-york-ny-1057952","wedding-reception-venues","New York, NY"
"Housing Works Bookstore in Soho","Up to 150","n/a","N/A","N/A","N/A","+1(212) 334-3324","bookstoreevents@housingworks.org","https://www.housingworks.org/weddings-private-events?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/housingworks.org/","http://www.instagram.com/https://www.instagram.com/housingworks/?hl=en","N/A","https://www.theknot.com/marketplace/housing-works-bookstore-in-soho-ny-ny-377782","wedding-reception-venues","New York, NY"
"Bella Union Bar","Up to 150","n/a","N/A","N/A","N/A","+1+1(646) 627-7841","N/A","N/A","N/A","http://www.instagram.com/@bellaunionnyc","N/A","https://www.theknot.com/marketplace/bella-union-bar-new-york-ny-2078122","wedding-reception-venues","New York, NY"
