"heading","guestCapacity","startingPrice","address","city","state","phoneNumber","emailAddresses","websiteLink","facebookLink","instagramLink","pinterestLink","knotPageLink","category","location"
"Winterthur Museum & Country Estate","300+","n/a","N/A","N/A","N/A","+1(302) 888-4929","ccater@winterthur.org","http://www.WinterthurWedding.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.https://www.facebook.com/winterthurweddings","http://www.instagram.com/WinterthurWeddings","N/A","https://www.theknot.com/marketplace/winterthur-museum-and-country-estate-winterthur-de-668906","wedding-reception-venues","Chester, PA"
"Loch Aerie Mansion LLC","Up to 250","n/a","N/A","N/A","N/A","+1(484) 320-7055","dana@lochaeriemansion.com","https://www.lochaeriemansion.com/","https://www.facebook.com/lochaeriemansionllc/","http://www.instagram.com/loch_aerie_mansion","N/A","https://www.theknot.com/marketplace/loch-aerie-mansion-llc-malvern-pa-2056265","wedding-reception-venues","Chester, PA"
"Renault Winery","300+","n/a","N/A","N/A","N/A","+1(609) 965-2111","renaultweddingleads@renaultwinery.com","http://www.renaultwinery.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/renaultwinery/?epa=SEARCH_BOX","http://www.instagram.com/renaultwineryresort","http://www.pinterest.com/renaultwinery","https://www.theknot.com/marketplace/renault-winery-egg-harbor-city-nj-2018126","wedding-reception-venues","Chester, PA"
"The Bradford Estate","Up to 200","n/a","N/A","N/A","N/A","+1(609) 261-8778","location12803@knotleads.tripleseat.com","http://www.thebradfordestate.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/thebradfordestate/","http://www.instagram.com/thebradfordestate","http://www.pinterest.com/bradfordestate","https://www.theknot.com/marketplace/the-bradford-estate-hainesport-nj-492808","wedding-reception-venues","Chester, PA"
"Stroudsmoor Country Inn","300+","n/a","N/A","N/A","N/A","+1(570) 421-6431,420","linda@stroudsmoor.com","http://www.stroudsmoorweddings.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/stroudsmoor","http://www.instagram.com/stroudsmoor","http://www.pinterest.com/stroudsmoorweddings","https://www.theknot.com/marketplace/stroudsmoor-country-inn-stroudsburg-pa-572527","wedding-reception-venues","Chester, PA"
"Ballroom at Ellis Preserve","Up to 250","n/a","N/A","N/A","N/A","+1(610) 298-5538","Megan@finleycatering.com","http://finleycatering.com/ballroom-at-ellis-preserve/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/FinleyBallroom","N/A","http://www.pinterest.com/finleycatering","https://www.theknot.com/marketplace/ballroom-at-ellis-preserve-newtown-square-pa-2024607","wedding-reception-venues","Chester, PA"
"Tyler Gardens","300+","n/a","N/A","N/A","N/A","+1(215) 860-1859","info@openaireaffairs.com","https://tylergardenweddings.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/tylergardenweddings/","http://www.instagram.com/tylergardenweddings","http://www.pinterest.com/openaireaffairs","https://www.theknot.com/marketplace/tyler-gardens-newtown-pa-1011947","wedding-reception-venues","Chester, PA"
"The Madison","Up to 200","n/a","N/A","N/A","N/A","+1(856) 764-4444,102","Jessica@TheMadison.net","http://www.themadison.net?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/The-Madison-Weddings-Special-Events-992091467554565/","http://www.instagram.com/themadisonspecialevents","N/A","https://www.theknot.com/marketplace/the-madison-riverside-nj-436047","wedding-reception-venues","Chester, PA"
"Pen Ryn Estate","300+","n/a","N/A","N/A","N/A","+1(215) 633-0600","aboyle24@yahoo.comResponse, events@penrynestate.comRead, catering@penrynestate.com, aboyle24@yahoo.com, events@penrynestate.com","http://www.penrynestate.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/penrynestate","http://www.instagram.com/penrynestate","http://www.pinterest.com/penrynestate","https://www.theknot.com/marketplace/pen-ryn-estate-bensalem-pa-546674","wedding-reception-venues","Chester, PA"
"The Lake House Inn","300+","n/a","N/A","N/A","N/A","+1(215) 258-2556","CRMPipexLHI@jamcater.com","http://www.thelhi.com","http://www.facebook.com/pages/the-lake-house-inn/186802514682628","http://www.instagram.com/thelakehouseinn_pa","N/A","https://www.theknot.com/marketplace/the-lake-house-inn-perkasie-pa-869899","wedding-reception-venues","Chester, PA"
"The Bond","Up to 250","n/a","N/A","N/A","N/A","+1(717) 585-0071","thebondevents@gmail.com","http://www.thebondevents.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/thebondyork","http://www.instagram.com/thebondevents/","http://www.pinterest.com/thebondevents/","https://www.theknot.com/marketplace/the-bond-york-pa-960650","wedding-reception-venues","Chester, PA"
"Blue Mountain Resort","Up to 200","n/a","N/A","N/A","N/A","+1(610) 826-7700,8409","banquets@skibluemt.com","https://www.skibluemt.com/groups-and-weddings/weddings/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/skibluemt","http://www.instagram.com/bluemountainweddings","N/A","https://www.theknot.com/marketplace/blue-mountain-resort-palmerton-pa-287442","wedding-reception-venues","Chester, PA"
"The Booking House","Up to 250","n/a","N/A","N/A","N/A","+1(717) 664-0503","info@thebookinghousemanheim.com","http://thebookinghousemanheim.com/","https://www.facebook.com/thebookinghousemanheim","http://www.instagram.com/thebookinghouse","http://www.pinterest.com/thebookinghouse","https://www.theknot.com/marketplace/the-booking-house-manheim-pa-869686","wedding-reception-venues","Chester, PA"
"Historic Acres of Hershey","Up to 250","n/a","N/A","N/A","N/A","+1(717) 298-6340","melodie@historicacres.com","https://historicacres.com","https://www.facebook.com/historicacresofhershey?ref=hl","http://www.instagram.com/@historicacres_hershey","N/A","https://www.theknot.com/marketplace/historic-acres-of-hershey-elizabethtown-pa-978321","wedding-reception-venues","Chester, PA"
"Baywood Weddings","Up to 250","n/a","N/A","N/A","N/A","+1(302) 947-9225","alexia@baywoodclubhouse.com","http://baywoodweddings.com","https://www.facebook.com/weddingsatbaywood/","http://www.instagram.com/baywoodweddingsandevents","http://www.pinterest.com/baywoodweddings","https://www.theknot.com/marketplace/baywood-weddings-millsboro-de-562174","wedding-reception-venues","Chester, PA"
"Whitemarsh Valley Country Club","Up to 300","n/a","N/A","N/A","N/A","+1(215) 233-3901,203","Jennifer@whitemarshvalleycc.com","http://www.whitemarshvalleycc.com/Weddings-----Events.aspx?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/whitemarshvalleycc","N/A","https://www.theknot.com/marketplace/whitemarsh-valley-country-club-lafayette-hill-pa-821332","wedding-reception-venues","Chester, PA"
"River House at Odette’s","Up to 200","n/a","N/A","N/A","N/A","+1(215) 682-2022","weddings@riverhousenewhope.com","http://www.riverhousenewhope.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/riverhousenewhope/","http://www.instagram.com/riverhouseatodettes","N/A","https://www.theknot.com/marketplace/river-house-at-odettes-new-hope-pa-2028224","wedding-reception-venues","Chester, PA"
"Anthony Wayne House","Up to 250","n/a","N/A","N/A","N/A","+1(607) 725-7659","CRMPipexAWH@jamcater.com","http://www.jamcater.com/venues/anthony-wayne-house?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/waynesborough","N/A","N/A","https://www.theknot.com/marketplace/anthony-wayne-house-paoli-pa-514117","wedding-reception-venues","Chester, PA"
"Parque Ridley Creek","Up to 150","n/a","N/A","N/A","N/A","+1(484) 580-8260","parque@peachtreecatering.com","https://www.parqueridleycreek.com/?utm_source=The+Knot&utm_medium=referral&utm_campaign=Guides&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/parqueridleycreek/","http://www.instagram.com/parqueridleycreek","http://www.pinterest.com/peachtreecater","https://www.theknot.com/marketplace/parque-ridley-creek-newtown-square-pa-982418","wedding-reception-venues","Chester, PA"
"Presidential","300+","n/a","N/A","N/A","N/A","+1(610) 275-7300","guspc1@aol.com, spangler_summer@yahoo.com, donnamarie16@hotmail.com","http://www.presidentialctr.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/pages/the-presidential/111196632295363","http://www.instagram.com/https://www.instagram.com/catererspresidential/","N/A","https://www.theknot.com/marketplace/presidential-east-norriton-pa-524605","wedding-reception-venues","Chester, PA"
"The Philander Chase Knox Estate","Up to 200","n/a","N/A","N/A","N/A","+1(610) 647-4711","salespck@robertryancatering.com","http://robertryancatering.com/valley-forge-park-events/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/philanderchaseknoxestate/","http://www.instagram.com/robertryancater","N/A","https://www.theknot.com/marketplace/the-philander-chase-knox-estate-malvern-pa-962424","wedding-reception-venues","Chester, PA"
"Fitler Club","Up to 250","n/a","N/A","N/A","N/A","+1(215) 239-9812","location7739@knotleads.tripleseat.com","https://fitlerclub.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/@fitlerclubevents","N/A","https://www.theknot.com/marketplace/fitler-club-philadelphia-pa-2076816","wedding-reception-venues","Chester, PA"
"Manayunk Brewing Company","Up to 200","n/a","N/A","N/A","N/A","+1(215) 482-8220,122","Paris.manayunkbrewery@gmail.com","http://www.manayunkbrewery.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/Manayunkbrewingco","N/A","https://www.theknot.com/marketplace/manayunk-brewing-company-philadelphia-pa-518612","wedding-reception-venues","Chester, PA"
"Aldie Mansion","Up to 250","n/a","N/A","N/A","N/A","+1(215) 348-3509","CRMPipexAldie@jamcater.com, kristenfiedler@comcast.net","http://jamcater.com/venues/aldie-mansion?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/aldiemansionweddings/","http://www.instagram.com/aldiemansionweddings","http://www.pinterest.com//jamcatering/aldie-mansion/","https://www.theknot.com/marketplace/aldie-mansion-doylestown-pa-514118","wedding-reception-venues","Chester, PA"
"American Swedish Historical Museum","Up to 250","n/a","N/A","N/A","N/A","+1(267) 829-2662","CRMPipexASHM@jamcater.com","http://jamcater.com/venues/american-swedish-historical-museum?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/AmericanSwedish","http://www.instagram.com/@ashm_weddings","N/A","https://www.theknot.com/marketplace/american-swedish-historical-museum-philadelphia-pa-962432","wedding-reception-venues","Chester, PA"
"The Mansion On Main Street","300+","n/a","N/A","N/A","N/A","+1(856) 751-1717","samantha.garibaldi@mansiononmainstreet.com","http://www.MansionOnMainStreet.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/mansiononmainstreet","http://www.instagram.com/mansiononmainstreet","http://www.pinterest.com/mansiononmainst","https://www.theknot.com/marketplace/the-mansion-on-main-street-voorhees-nj-872952","wedding-reception-venues","Chester, PA"
"Hotel du Village","Up to 250","n/a","N/A","N/A","N/A","+1(908) 418-4186","webleads-consolidation@landmarkvenues.com","https://landmarkvenues.com/venues/hotel-du-village-bucks-county-pa/","https://www.facebook.com/hotelduvillage?ref=hl","http://www.instagram.com/HotelDuVillage","http://www.pinterest.com/LM_Weddings","https://www.theknot.com/marketplace/hotel-du-village-new-hope-pa-605875","wedding-reception-venues","Chester, PA"
"Inn At Leola Village","Up to 250","n/a","N/A","N/A","N/A","+1(717) 656-7002","weddings@theinnatleolavillage.com","https://www.theinnatleolavillage.com/wedding-packages-lancaster/","https://www.facebook.com/leola.villageinn/","http://www.instagram.com/theinnatleolavillage","http://www.pinterest.com/leolavillage/weddings-at-leola-village/","https://www.theknot.com/marketplace/inn-at-leola-village-leola-pa-1045861","wedding-reception-venues","Chester, PA"
"The View at Morgan Hill","Up to 150","n/a","N/A","N/A","N/A","+1(610) 923-8480,19","svega@morganhillgc.com","https://www.theviewatmorganhill.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/theviewatmorganhill","http://www.instagram.com/theviewatmorganhill","N/A","https://www.theknot.com/marketplace/the-view-at-morgan-hill-easton-pa-554727","wedding-reception-venues","Chester, PA"
"Elstowe Manor at Elkins Estate","300+","n/a","N/A","N/A","N/A","+1(908) 418-4186","webleads-consolidation@landmarkvenues.com","https://landmarkvenues.com/venues/elkins-estate-elkins-park-pa/","https://www.facebook.com/elstowemanorpa/","http://www.instagram.com/elstowemanorpa","http://www.pinterest.com/lm_weddings","https://www.theknot.com/marketplace/elstowe-manor-at-elkins-estate-elkins-park-pa-2066660","wedding-reception-venues","Chester, PA"
"Collingswood Grand Ballroom","300+","n/a","N/A","N/A","N/A","+1(856) 858-1000","sales@collingswoodballroom.com","http://collingswoodballroom.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/pages/collingswood-grand-ballroom/181101651908460","http://www.instagram.com/@collingswoodgrandballroom","http://www.pinterest.com/CollingswoodGB","https://www.theknot.com/marketplace/collingswood-grand-ballroom-collingswood-nj-512330","wedding-reception-venues","Chester, PA"
"Flourtown Country Club","Up to 300","n/a","N/A","N/A","N/A","+1(215) 233-1550,101","events@seedlingandsage.com","http://www.flourtowncc.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/flourtowncountryclub","http://www.instagram.com/flourtowncc","http://www.pinterest.com/Seedling and Sage Catering","https://www.theknot.com/marketplace/flourtown-country-club-flourtown-pa-2027323","wedding-reception-venues","Chester, PA"
"The Belle of Blue Bell","Up to 250","n/a","N/A","N/A","N/A","+1(215) 616-8211","elotz@hansen-properties.com","https://www.belleofbluebell.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/bluebellcountryclub/","http://www.instagram.com/bluebellcc/","N/A","https://www.theknot.com/marketplace/the-belle-of-blue-bell-blue-bell-pa-359262","wedding-reception-venues","Chester, PA"
"The Country House at Bluestone","Up to 250","n/a","N/A","N/A","N/A","+1(215) 646-2300,3","michelle@bluestonecc.com","https://www.bluestonecc.com/weddinggallery?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","http://www.pinterest.com/thecountryhouseatbluestone","https://www.theknot.com/marketplace/the-country-house-at-bluestone-blue-bell-pa-1029246","wedding-reception-venues","Chester, PA"
"POMME","Up to 200","n/a","N/A","N/A","N/A","+1(484) 580-8260","pomme@peachtreecatering.com","https://www.pommeradnor.com/?utm_source=The+Knot&utm_medium=referral&utm_campaign=Guides&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/pommeradnor","http://www.instagram.com/pommeradnor","http://www.pinterest.com/peachtreecater","https://www.theknot.com/marketplace/pomme-radnor-pa-828827","wedding-reception-venues","Chester, PA"
"Portico - Awbury Arboretum","Up to 200","n/a","N/A","N/A","N/A","+1(484) 580-8260","portico@peachtreecatering.com","https://www.porticoawbury.com/?utm_source=The+Knot&utm_medium=referral&utm_campaign=Guides&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/porticoawburyarboretum/","http://www.instagram.com/porticoawbury","N/A","https://www.theknot.com/marketplace/portico-awbury-arboretum-philadelphia-pa-557419","wedding-reception-venues","Chester, PA"
"The Waterfall Catering and Special Events","300+","n/a","N/A","N/A","N/A","+1(302) 792-2600","info@waterfallbanquets.com","http://www.waterfallbanquets.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/pages/the-waterfall/97610456664?ref=search&sid=1337698401.4093204686..1","http://www.instagram.com/thewaterfall_de","N/A","https://www.theknot.com/marketplace/the-waterfall-catering-and-special-events-claymont-de-869792","wedding-reception-venues","Chester, PA"
"Pearl S. Buck Estate","300+","n/a","N/A","N/A","N/A","+1(215) 936-5791","events@jhollandergourmet.com","http://pearlsbuck.jhollandergourmet.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/JHollanderGourmet/","http://www.instagram.com/https://www.instagram.com/jh_weddings/","http://www.pinterest.com/https://www.pinterest.com/jamiehollander","https://www.theknot.com/marketplace/pearl-s-buck-estate-perkasie-pa-837430","wedding-reception-venues","Chester, PA"
"Knowlton Mansion","Up to 250","n/a","N/A","N/A","N/A","+1(215) 722-8082","info@conroycatering.com","http://www.conroycatering.com","https://m.facebook.com/knowlton.mansion/","http://www.instagram.com/https://www.instagram.com/conroycatering","N/A","https://www.theknot.com/marketplace/knowlton-mansion-philadelphia-pa-336104","wedding-reception-venues","Chester, PA"
"John James Audubon Center at Mill Grove","Up to 250","n/a","N/A","N/A","N/A","+1(610) 990-3411","CRMPipexJJAC@jamcater.com","http://jamcater.com/venues/audubon-center?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/MillGrove","http://www.instagram.com/audubonweddings","N/A","https://www.theknot.com/marketplace/john-james-audubon-center-at-mill-grove-audubon-pa-504779","wedding-reception-venues","Chester, PA"
"Cairnwood Estate","Up to 250","n/a","N/A","N/A","N/A","+1(215) 947-2004","info@cairnwood.org","http://www.cairnwood.org?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/Cairnwood-Estate-99112787123/","N/A","N/A","https://www.theknot.com/marketplace/cairnwood-estate-bryn-athyn-pa-874058","wedding-reception-venues","Chester, PA"
"Sandy Run Golf Club","Up to 250","n/a","N/A","N/A","N/A","+1(215) 233-0666,113","dmcnutt@sandyruncc.com","http://www.sandyruncc.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/sandy-run-country-club-444116935006/","http://www.instagram.com/@sandyruncc @sandyrunccevents","N/A","https://www.theknot.com/marketplace/sandy-run-golf-club-oreland-pa-1045787","wedding-reception-venues","Chester, PA"
"Glen Foerd","Up to 300","n/a","N/A","N/A","N/A","+1(215) 936-5791","events@jhollandergourmet.com, meljsullivan@gmail.com","http://glenfoerd.jhollandergourmet.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/jhollandergourmet","http://www.instagram.com/@jh_weddings","http://www.pinterest.com/https://www.pinterest.com/jamiehollander","https://www.theknot.com/marketplace/glen-foerd-philadelphia-pa-632483","wedding-reception-venues","Chester, PA"
"Lucien's Manor","300+","n/a","N/A","N/A","N/A","+1(856) 768-9444","Info@LuciensManor.com","http://www.LuciensManor.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/luciensmanor","N/A","N/A","https://www.theknot.com/marketplace/luciens-manor-berlin-nj-560339","wedding-reception-venues","Chester, PA"
"The Pavilion at Mainland Golf","Up to 200","n/a","N/A","N/A","N/A","+116109238480,25","svega@mainlandgolf.com","http://www.thepavilionatmainland.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/thepavilionatmainland","http://www.instagram.com/https://www.instagram.com/thepavilionatmainland/","N/A","https://www.theknot.com/marketplace/the-pavilion-at-mainland-golf-harleysville-pa-2076267","wedding-reception-venues","Chester, PA"
"Joseph Ambler Inn","Up to 200","n/a","N/A","N/A","N/A","+1(215) 362-7500","banquets@josephamblerinn.com, kristenodore@aol.com","http://www.josephamblerinn.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/josephambler","http://www.instagram.com/josephamblerinn","http://www.pinterest.com/josephamblerinn","https://www.theknot.com/marketplace/joseph-ambler-inn-north-wales-pa-507253","wedding-reception-venues","Chester, PA"
"Brigalias","300+","n/a","N/A","N/A","N/A","+1(856) 629-4545","brigaliaswedding@gmail.com","http://www.brigalias.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/pages/Brigalias/412543338818338","N/A","N/A","https://www.theknot.com/marketplace/brigalias-sicklerville-nj-539451","wedding-reception-venues","Chester, PA"
"Clothier Hall","Up to 250","n/a","N/A","N/A","N/A","+1(610) 790-3494","N/A","N/A","https://www.facebook.com/CBDEvents","http://www.instagram.com/cateringbydesignevents","N/A","https://www.theknot.com/marketplace/clothier-hall-wynnewood-pa-2046721","wedding-reception-venues","Chester, PA"
"Phoenixville Foundry","300+","n/a","N/A","N/A","N/A","+1(610) 917-8400","knotphoenixvillefoundry@robot.zapier.com","http://www.PhoenixvilleFoundry.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/phoenixvillefoundry","http://www.instagram.com/phoenixvillefoundry","http://www.pinterest.com/phoenixvillefoundry","https://www.theknot.com/marketplace/phoenixville-foundry-phoenixville-pa-962422","wedding-reception-venues","Chester, PA"
"La Massaria at Bella Vista","Up to 200","n/a","N/A","N/A","N/A","+1(610) 705-1855,229","jgodee@bellavistagc.com","http://www.lamassaria.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/pages/lamassaria-at-bella-vista-golf-course/280221762635","http://www.instagram.com/lamassaria","N/A","https://www.theknot.com/marketplace/la-massaria-at-bella-vista-gilbertsville-pa-361395","wedding-reception-venues","Chester, PA"
"Philadelphia Marriott Old City","300+","n/a","N/A","N/A","N/A","+1(215) 238-6633","samantha.serenkin@marriott.com","http://www.sheratonphiladelphiasocietyhill.com/philadelphia-wedding?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/philadelphiamarriottoldcity/","N/A","https://www.theknot.com/marketplace/philadelphia-marriott-old-city-philadelphia-pa-761895","wedding-reception-venues","Chester, PA"
"Celebrations Wedding Venue","300+","n/a","N/A","N/A","N/A","+1(215) 244-4400","Info@celebrationsweddings.com","http://www.CelebrationsWeddings.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/celebrationsvenue","http://www.instagram.com/https://www.instagram.com/celebrationsweddings/","N/A","https://www.theknot.com/marketplace/celebrations-wedding-venue-bensalem-pa-532565","wedding-reception-venues","Chester, PA"
"Vault 634","Up to 150","n/a","N/A","N/A","N/A","+1(610) 628-4396","events@vault634.com","http://www.vault634.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/vault634","http://www.instagram.com/Vault634","http://www.pinterest.com/vault634","https://www.theknot.com/marketplace/vault-634-allentown-pa-972540","wedding-reception-venues","Chester, PA"
"Spring Mill Manor","300+","n/a","N/A","N/A","N/A","+112158746400","info@springmillmanor.com","https://springmillmanor.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/springmillmanor","http://www.instagram.com/spring_mill_manor","N/A","https://www.theknot.com/marketplace/spring-mill-manor-ivyland-pa-2085163","wedding-reception-venues","Chester, PA"
"The Philadelphia Cricket Club","Up to 250","n/a","N/A","N/A","N/A","+1(215) 247-6001,210","jburger@philacricket.com","https://www.philacricket.com/weddings-and-events?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/PCC1854Weddings","N/A","https://www.theknot.com/marketplace/the-philadelphia-cricket-club-philadelphia-pa-595630","wedding-reception-venues","Chester, PA"
